beat_index,RR_prev(s),RR_next(s),QRS_duration(s),R_amp,QRS_max,QRS_min,record_id,RR_prev(s),RR_next(s),QRS_duration(s),R_amp,QRS_max,QRS_min
359,0.825,0.7889,0.1,0.6757,0.6757,0.4178,100,,,,,,
360,0.7889,0.7917,0.1,0.6831,0.6831,0.4177,100,,,,,,
361,0.7917,0.8,0.1,0.658,0.658,0.4171,100,,,,,,
362,0.8,0.8028,0.1,0.6728,0.6728,0.4217,100,,,,,,
363,0.8028,0.8333,0.1,0.6733,0.6733,0.416,100,,,,,,
364,0.8333,0.8556,0.1,0.6617,0.6617,0.4153,100,,,,,,
365,0.8556,0.8306,0.1,0.6711,0.6711,0.4163,100,,,,,,
366,0.8306,0.7944,0.1,0.6884,0.6884,0.4156,100,,,,,,
367,0.7944,0.7833,0.1,0.6461,0.6461,0.4246,100,,,,,,
368,0.7833,0.7694,0.1,0.618,0.618,0.4284,100,,,,,,
369,0.7694,0.8167,0.1,0.6348,0.6348,0.426,100,,,,,,
370,0.8167,0.825,0.1,0.7346,0.7402,0.415,100,,,,,,
371,0.825,0.8194,0.1,0.6901,0.7005,0.4144,100,,,,,,
372,0.8194,0.825,0.1,0.653,0.653,0.4206,100,,,,,,
373,0.825,0.8361,0.1,0.6858,0.6858,0.4177,100,,,,,,
374,0.8361,0.7861,0.1,0.6759,0.6759,0.4167,100,,,,,,
375,0.7861,0.7583,0.1,0.6597,0.6597,0.4163,100,,,,,,
376,0.7583,0.7972,0.1,0.677,0.677,0.4189,100,,,,,,
377,0.7972,0.7944,0.1,0.6845,0.6845,0.4172,100,,,,,,
378,0.7944,0.8444,0.1,0.6964,0.6964,0.4153,100,,,,,,
379,0.8444,0.8278,0.1,0.6675,0.6675,0.4165,100,,,,,,
380,0.8278,0.8306,0.1,0.6776,0.6776,0.4193,100,,,,,,
381,0.8306,0.8056,0.1,0.6849,0.6849,0.4162,100,,,,,,
382,0.8056,0.7806,0.1,0.6603,0.6603,0.4111,100,,,,,,
383,0.7806,0.7778,0.1,0.6582,0.6589,0.417,100,,,,,,
384,0.7778,0.7944,0.1,0.6808,0.6808,0.419,100,,,,,,
385,0.7944,0.8278,0.1,0.6819,0.6819,0.4163,100,,,,,,
386,0.8278,0.825,0.1,0.6644,0.6644,0.4157,100,,,,,,
387,0.825,0.8472,0.1,0.6669,0.6669,0.418,100,,,,,,
388,0.8472,0.8056,0.1,0.6802,0.6802,0.4163,100,,,,,,
389,0.8056,0.7806,0.1,0.6626,0.6648,0.4155,100,,,,,,
390,0.7806,0.7806,0.1,0.6572,0.6572,0.4172,100,,,,,,
391,0.7806,0.8,0.1,0.6732,0.6732,0.4191,100,,,,,,
392,0.8,0.8111,0.1,0.6864,0.6864,0.4242,100,,,,,,
393,0.8111,0.7944,0.1,0.7315,0.7315,0.4165,100,,,,,,
394,0.7944,0.8,0.1,0.6691,0.6691,0.4178,100,,,,,,
395,0.8,0.7889,0.1,0.6615,0.6615,0.4162,100,,,,,,
396,0.7889,0.7778,0.1,0.6678,0.6678,0.416,100,,,,,,
397,0.7778,0.7417,0.1,0.653,0.653,0.4149,100,,,,,,
398,0.7417,0.7444,0.1,0.656,0.656,0.416,100,,,,,,
399,0.7444,0.7472,0.1,0.6563,0.6563,0.4196,100,,,,,,
400,0.7472,0.7917,0.1,0.6596,0.6596,0.4144,100,,,,,,
401,0.7917,0.7917,0.1,0.6714,0.6714,0.4148,100,,,,,,
402,0.7917,0.7917,0.1,0.6577,0.6577,0.4138,100,,,,,,
403,0.7917,0.7611,0.1,0.6702,0.6702,0.4125,100,,,,,,
404,0.7611,0.7806,0.1,0.6616,0.6616,0.4161,100,,,,,,
405,0.7806,0.7556,0.1,0.6561,0.6561,0.4129,100,,,,,,
406,0.7556,0.7722,0.1,0.6439,0.6439,0.4148,100,,,,,,
407,0.7722,0.775,0.1,0.6415,0.6415,0.4164,100,,,,,,
408,0.775,0.7889,0.1,0.6629,0.6629,0.4128,100,,,,,,
409,0.7889,0.8444,0.1,0.6589,0.6589,0.4115,100,,,,,,
410,0.8444,0.8444,0.1,0.6503,0.6503,0.4154,100,,,,,,
411,0.8444,0.8167,0.1,0.6453,0.6463,0.4071,100,,,,,,
412,0.8167,0.7833,0.1,0.6494,0.6494,0.4151,100,,,,,,
413,0.7833,0.7944,0.1,0.6407,0.6407,0.4062,100,,,,,,
414,0.7944,0.8306,0.1,0.6408,0.6408,0.4133,100,,,,,,
415,0.8306,0.8333,0.1,0.6545,0.6545,0.4141,100,,,,,,
416,0.8333,0.8722,0.1,0.6607,0.6607,0.4161,100,,,,,,
417,0.8722,0.8611,0.1,0.6426,0.6481,0.409,100,,,,,,
418,0.8611,0.8444,0.1,0.6477,0.6477,0.4097,100,,,,,,
419,0.8444,0.7917,0.1,0.665,0.665,0.4168,100,,,,,,
420,0.7917,0.7806,0.1,0.6493,0.6493,0.4146,100,,,,,,
421,0.7806,0.8056,0.1,0.6584,0.6584,0.4138,100,,,,,,
422,0.8056,0.8056,0.1,0.6494,0.6569,0.4061,100,,,,,,
423,0.8056,0.8333,0.1,0.6523,0.6523,0.4166,100,,,,,,
424,0.8333,0.8611,0.1,0.6467,0.6467,0.4127,100,,,,,,
425,0.8611,0.8444,0.1,0.6535,0.6535,0.4162,100,,,,,,
426,0.8444,0.7556,0.1,0.6472,0.6472,0.4185,100,,,,,,
427,0.7556,0.7917,0.1,0.6412,0.6412,0.4173,100,,,,,,
428,0.7917,0.7944,0.1,0.6663,0.6663,0.4093,100,,,,,,
429,0.7944,0.7444,0.1,0.6483,0.6483,0.4139,100,,,,,,
430,0.7444,0.7917,0.1,0.6439,0.6439,0.4195,100,,,,,,
431,0.7917,0.8194,0.1,0.6548,0.6548,0.4183,100,,,,,,
432,0.8194,0.8139,0.1,0.6529,0.6529,0.4104,100,,,,,,
433,0.8139,0.7722,0.1,0.648,0.648,0.4177,100,,,,,,
434,0.7722,0.7694,0.1,0.6457,0.6457,0.4196,100,,,,,,
435,0.7694,0.7583,0.1,0.6458,0.6458,0.4168,100,,,,,,
436,0.7583,0.75,0.1,0.6445,0.6445,0.4193,100,,,,,,
437,0.75,0.775,0.1,0.649,0.649,0.4167,100,,,,,,
438,0.775,0.8,0.1,0.6466,0.6466,0.4181,100,,,,,,
439,0.8,0.8056,0.1,0.6534,0.6534,0.4179,100,,,,,,
440,0.8056,0.8028,0.1,0.6563,0.6563,0.4185,100,,,,,,
441,0.8028,0.5361,0.1,0.6829,0.6878,0.4127,100,,,,,,
442,0.5361,0.9389,0.1,0.6917,0.6917,0.427,100,,,,,,
443,0.9389,0.7639,0.1,0.6983,0.6983,0.4207,100,,,,,,
444,0.7639,0.7222,0.1,0.6881,0.6881,0.4146,100,,,,,,
445,0.7222,0.7556,0.1,0.6841,0.6841,0.4287,100,,,,,,
446,0.7556,0.8028,0.1,0.6763,0.6817,0.4206,100,,,,,,
447,0.8028,0.775,0.1,0.673,0.673,0.4232,100,,,,,,
448,0.775,0.7194,0.1,0.6712,0.6712,0.421,100,,,,,,
449,0.7194,0.725,0.1,0.6657,0.6657,0.4188,100,,,,,,
450,0.725,0.6944,0.1,0.6724,0.6724,0.4223,100,,,,,,
451,0.6944,0.6944,0.1,0.6741,0.6741,0.4206,100,,,,,,
452,0.6944,0.7083,0.1,0.6638,0.6682,0.4134,100,,,,,,
453,0.7083,0.7028,0.1,0.6744,0.6744,0.4224,100,,,,,,
454,0.7028,0.7167,0.1,0.6778,0.6778,0.4185,100,,,,,,
455,0.7167,0.7417,0.1,0.6583,0.6583,0.4193,100,,,,,,
456,0.7417,0.7528,0.1,0.7238,0.7303,0.4217,100,,,,,,
457,0.7528,0.7194,0.1,0.6773,0.6773,0.422,100,,,,,,
458,0.7194,0.6889,0.1,0.6667,0.6667,0.4229,100,,,,,,
459,0.6889,0.7056,0.1,0.6555,0.6555,0.4226,100,,,,,,
460,0.7056,0.6917,0.1,0.6722,0.6722,0.4243,100,,,,,,
461,0.6917,0.7167,0.1,0.6642,0.6642,0.4199,100,,,,,,
462,0.7167,0.7556,0.1,0.6493,0.6494,0.4203,100,,,,,,
463,0.7556,0.7528,0.1,0.6687,0.6687,0.4221,100,,,,,,
464,0.7528,0.7333,0.1,0.6736,0.6736,0.4202,100,,,,,,
465,0.7333,0.7389,0.1,0.659,0.659,0.4228,100,,,,,,
466,0.7389,0.7611,0.1,0.6468,0.6469,0.4207,100,,,,,,
467,0.7611,0.7028,0.1,0.6522,0.6522,0.4266,100,,,,,,
468,0.7028,0.7028,0.1,0.6619,0.6619,0.421,100,,,,,,
469,0.7028,0.725,0.1,0.6492,0.6492,0.4193,100,,,,,,
470,0.725,0.7667,0.1,0.661,0.661,0.4112,100,,,,,,
471,0.7667,0.7806,0.1,0.6606,0.6606,0.4209,100,,,,,,
472,0.7806,0.8028,0.1,0.659,0.659,0.4177,100,,,,,,
473,0.8028,0.7778,0.1,0.6482,0.6482,0.4205,100,,,,,,
474,0.7778,0.7472,0.1,0.6826,0.6826,0.4184,100,,,,,,
475,0.7472,0.7528,0.1,0.6567,0.6567,0.4191,100,,,,,,
476,0.7528,0.775,0.1,0.6458,0.6478,0.4124,100,,,,,,
477,0.775,0.7778,0.1,0.6405,0.6405,0.4204,100,,,,,,
478,0.7778,0.775,0.1,0.6538,0.6538,0.417,100,,,,,,
479,0.775,0.8222,0.1,0.6512,0.6512,0.4185,100,,,,,,
480,0.8222,0.8167,0.1,0.6422,0.6422,0.4182,100,,,,,,
481,0.8167,0.8056,0.1,0.6784,0.6849,0.42,100,,,,,,
482,0.8056,0.7667,0.1,0.6414,0.6414,0.4177,100,,,,,,
483,0.7667,0.7667,0.1,0.634,0.6351,0.4206,100,,,,,,
484,0.7667,0.775,0.1,0.6423,0.6423,0.4188,100,,,,,,
485,0.775,0.8056,0.1,0.6497,0.6497,0.4201,100,,,,,,
486,0.8056,0.8139,0.1,0.6333,0.6333,0.4149,100,,,,,,
487,0.8139,0.825,0.1,0.6878,0.6878,0.4164,100,,,,,,
488,0.825,0.7833,0.1,0.6493,0.6493,0.4174,100,,,,,,
489,0.7833,0.7528,0.1,0.6471,0.6471,0.4193,100,,,,,,
490,0.7528,0.7528,0.1,0.6387,0.6387,0.4174,100,,,,,,
491,0.7528,0.725,0.1,0.6492,0.6492,0.414,100,,,,,,
492,0.725,0.7194,0.1,0.6926,0.6926,0.4233,100,,,,,,
493,0.7194,0.7333,0.1,0.6335,0.6335,0.3995,100,,,,,,
494,0.7333,0.7556,0.1,0.6429,0.6429,0.4335,100,,,,,,
495,0.7556,0.7444,0.1,0.6543,0.6543,0.4104,100,,,,,,
496,0.7444,0.7306,0.1,0.635,0.636,0.4159,100,,,,,,
497,0.7306,0.7083,0.1,0.6469,0.6475,0.4177,100,,,,,,
498,0.7083,0.6944,0.1,0.6366,0.6366,0.4203,100,,,,,,
499,0.6944,0.6972,0.1,0.651,0.651,0.4197,100,,,,,,
500,0.6972,0.7194,0.1,0.6503,0.6503,0.4193,100,,,,,,
501,0.7194,0.725,0.1,0.6404,0.6404,0.4117,100,,,,,,
502,0.725,0.7528,0.1,0.6559,0.6559,0.4158,100,,,,,,
503,0.7528,0.7639,0.1,0.6557,0.6558,0.4197,100,,,,,,
504,0.7639,0.775,0.1,0.6572,0.6572,0.4118,100,,,,,,
505,0.775,0.75,0.1,0.6448,0.6448,0.4196,100,,,,,,
506,0.75,0.7389,0.1,0.6566,0.6566,0.4218,100,,,,,,
507,0.7389,0.7083,0.1,0.6555,0.6555,0.4219,100,,,,,,
508,0.7083,0.7444,0.1,0.6341,0.6341,0.4225,100,,,,,,
509,0.7444,0.7639,0.1,0.6481,0.6481,0.4155,100,,,,,,
510,0.7639,0.8111,0.1,0.6633,0.6633,0.4174,100,,,,,,
511,0.8111,0.7667,0.1,0.6684,0.6684,0.4115,100,,,,,,
512,0.7667,0.7694,0.1,0.659,0.659,0.4224,100,,,,,,
513,0.7694,0.7639,0.1,0.6838,0.6838,0.4188,100,,,,,,
514,0.7639,0.7417,0.1,0.6692,0.6692,0.4175,100,,,,,,
515,0.7417,0.7417,0.1,0.6623,0.6623,0.4194,100,,,,,,
516,0.7417,0.7333,0.1,0.6546,0.6546,0.4142,100,,,,,,
517,0.7333,0.7611,0.1,0.6897,0.7005,0.4169,100,,,,,,
518,0.7611,0.775,0.1,0.6756,0.6757,0.4188,100,,,,,,
519,0.775,0.8,0.1,0.6655,0.6655,0.4169,100,,,,,,
520,0.8,0.7889,0.1,0.7048,0.7048,0.4202,100,,,,,,
521,0.7889,0.7778,0.1,0.6693,0.6693,0.4123,100,,,,,,
522,0.7778,0.7278,0.1,0.6685,0.6699,0.4193,100,,,,,,
523,0.7278,0.7583,0.1,0.6569,0.6569,0.4172,100,,,,,,
524,0.7583,0.7556,0.1,0.66,0.66,0.4148,100,,,,,,
525,0.7556,0.7611,0.1,0.6621,0.6621,0.4164,100,,,,,,
526,0.7611,0.7583,0.1,0.6693,0.6693,0.4203,100,,,,,,
527,0.7583,0.7917,0.1,0.6564,0.6564,0.4193,100,,,,,,
528,0.7917,0.8139,0.1,0.6602,0.6602,0.4187,100,,,,,,
529,0.8139,0.7611,0.1,0.708,0.708,0.421,100,,,,,,
530,0.7611,0.7306,0.1,0.6619,0.6619,0.418,100,,,,,,
531,0.7306,0.7583,0.1,0.6629,0.6629,0.4233,100,,,,,,
532,0.7583,0.7528,0.1,0.6596,0.6597,0.4142,100,,,,,,
533,0.7528,0.7944,0.1,0.659,0.659,0.4181,100,,,,,,
534,0.7944,0.8194,0.1,0.6563,0.6563,0.4197,100,,,,,,
535,0.8194,0.7833,0.1,0.6586,0.6586,0.4173,100,,,,,,
536,0.7833,0.7722,0.1,0.6625,0.6625,0.4169,100,,,,,,
537,0.7722,0.7528,0.1,0.6527,0.6527,0.4097,100,,,,,,
538,0.7528,0.7694,0.1,0.6643,0.6643,0.4191,100,,,,,,
539,0.7694,0.7528,0.1,0.6609,0.6609,0.4163,100,,,,,,
540,0.7528,0.7444,0.1,0.6554,0.6554,0.4186,100,,,,,,
541,0.7444,0.7833,0.1,0.6454,0.6454,0.4201,100,,,,,,
542,0.7833,0.825,0.1,0.6557,0.6557,0.4107,100,,,,,,
543,0.825,0.7694,0.1,0.6749,0.6749,0.4167,100,,,,,,
544,0.7694,0.7417,0.1,0.6773,0.6773,0.4034,100,,,,,,
545,0.7417,0.7306,0.1,0.6699,0.6699,0.4209,100,,,,,,
546,0.7306,0.7028,0.1,0.6752,0.6752,0.4233,100,,,,,,
547,0.7028,0.7167,0.1,0.6716,0.6716,0.4231,100,,,,,,
548,0.7167,0.7278,0.1,0.6661,0.6661,0.4192,100,,,,,,
549,0.7278,0.7278,0.1,0.6852,0.6852,0.4185,100,,,,,,
550,0.7278,0.7361,0.1,0.6906,0.6932,0.4215,100,,,,,,
551,0.7361,0.7361,0.1,0.6783,0.6783,0.4214,100,,,,,,
552,0.7361,0.7583,0.1,0.6658,0.6658,0.4187,100,,,,,,
553,0.7583,0.7111,0.1,0.7071,0.7087,0.4182,100,,,,,,
554,0.7111,0.6694,0.1,0.6857,0.6904,0.4155,100,,,,,,
555,0.6694,0.6778,0.1,0.6675,0.6675,0.4275,100,,,,,,
556,0.6778,0.6972,0.1,0.6936,0.6936,0.4186,100,,,,,,
557,0.6972,0.7056,0.1,0.699,0.7003,0.4287,100,,,,,,
558,0.7056,0.7194,0.1,0.6885,0.6885,0.4221,100,,,,,,
559,0.7194,0.7306,0.1,0.6749,0.6749,0.4234,100,,,,,,
560,0.7306,0.7194,0.1,0.6744,0.6744,0.4191,100,,,,,,
561,0.7194,0.6861,0.1,0.6918,0.6918,0.4202,100,,,,,,
562,0.6861,0.6889,0.1,0.6674,0.6674,0.4228,100,,,,,,
563,0.6889,0.6944,0.1,0.6933,0.6933,0.4159,100,,,,,,
564,0.6944,0.6917,0.1,0.6694,0.6694,0.4186,100,,,,,,
565,0.6917,0.6806,0.1,0.6859,0.6859,0.4138,100,,,,,,
566,0.6806,0.7361,0.1,0.6718,0.6857,0.4187,100,,,,,,
567,0.7361,0.7528,0.1,0.6603,0.6625,0.4203,100,,,,,,
568,0.7528,0.7583,0.1,0.6704,0.6704,0.4203,100,,,,,,
569,0.7583,0.7361,0.1,0.6889,0.6935,0.4204,100,,,,,,
570,0.7361,0.7278,0.1,0.6691,0.6691,0.4174,100,,,,,,
571,0.7278,0.7167,0.1,0.6525,0.6525,0.4202,100,,,,,,
572,0.7167,0.7472,0.1,0.664,0.664,0.419,100,,,,,,
573,0.7472,0.7417,0.1,0.6942,0.6942,0.4098,100,,,,,,
574,0.7417,0.75,0.1,0.6765,0.6765,0.4216,100,,,,,,
575,0.75,0.7861,0.1,0.6701,0.6701,0.422,100,,,,,,
576,0.7861,0.775,0.1,0.6857,0.6857,0.4199,100,,,,,,
577,0.775,0.75,0.1,0.6987,0.6987,0.4261,100,,,,,,
578,0.75,0.7222,0.1,0.6821,0.6821,0.4206,100,,,,,,
579,0.7222,0.7083,0.1,0.6586,0.6586,0.4196,100,,,,,,
580,0.7083,0.7028,0.1,0.6732,0.6732,0.4209,100,,,,,,
581,0.7028,0.7139,0.1,0.6474,0.6474,0.4102,100,,,,,,
582,0.7139,0.7667,0.1,0.6529,0.6529,0.4168,100,,,,,,
583,0.7667,0.7472,0.1,0.685,0.6853,0.4214,100,,,,,,
584,0.7472,0.7472,0.1,0.6634,0.6634,0.4184,100,,,,,,
585,0.7472,0.7528,0.1,0.6513,0.6513,0.4193,100,,,,,,
586,0.7528,0.75,0.1,0.6521,0.6521,0.4191,100,,,,,,
587,0.75,0.7222,0.1,0.6533,0.6533,0.4101,100,,,,,,
588,0.7222,0.75,0.1,0.654,0.654,0.4204,100,,,,,,
589,0.75,0.7528,0.1,0.6419,0.6419,0.4167,100,,,,,,
590,0.7528,0.775,0.1,0.6508,0.6508,0.4184,100,,,,,,
591,0.775,0.8139,0.1,0.6535,0.6535,0.4173,100,,,,,,
592,0.8139,0.8333,0.1,0.6573,0.6594,0.4176,100,,,,,,
593,0.8333,0.8056,0.1,0.6717,0.6749,0.4167,100,,,,,,
594,0.8056,0.7639,0.1,0.6515,0.6515,0.4174,100,,,,,,
595,0.7639,0.7778,0.1,0.6483,0.6483,0.4192,100,,,,,,
596,0.7778,0.7722,0.1,0.6486,0.6486,0.4118,100,,,,,,
597,0.7722,0.8167,0.1,0.7087,0.7087,0.4162,100,,,,,,
598,0.8167,0.8167,0.1,0.6484,0.6484,0.4173,100,,,,,,
599,0.8167,0.6222,0.1,0.6521,0.6521,0.4114,100,,,,,,
600,0.6222,0.9861,0.1,0.6528,0.6528,0.4101,100,,,,,,
601,0.9861,0.825,0.1,0.6589,0.6589,0.4173,100,,,,,,
602,0.825,0.7806,0.1,0.6731,0.683,0.4154,100,,,,,,
603,0.7806,0.7472,0.1,0.6489,0.6489,0.414,100,,,,,,
604,0.7472,0.7722,0.1,0.6546,0.6546,0.4164,100,,,,,,
605,0.7722,0.7833,0.1,0.6519,0.6519,0.4158,100,,,,,,
606,0.7833,0.8194,0.1,0.6794,0.6794,0.4147,100,,,,,,
607,0.8194,0.8083,0.1,0.6551,0.6551,0.4173,100,,,,,,
608,0.8083,0.7889,0.1,0.6636,0.6636,0.4187,100,,,,,,
609,0.7889,0.7722,0.1,0.6832,0.6898,0.4179,100,,,,,,
610,0.7722,0.7722,0.1,0.6803,0.6803,0.4203,100,,,,,,
611,0.7722,0.7472,0.1,0.654,0.654,0.4197,100,,,,,,
612,0.7472,0.7639,0.1,0.6584,0.6584,0.4188,100,,,,,,
613,0.7639,0.7944,0.1,0.6625,0.6631,0.4204,100,,,,,,
614,0.7944,0.7944,0.1,0.6557,0.6557,0.4199,100,,,,,,
615,0.7944,0.8333,0.1,0.6625,0.6625,0.4191,100,,,,,,
616,0.8333,0.7917,0.1,0.6617,0.6617,0.4184,100,,,,,,
617,0.7917,0.7472,0.1,0.6491,0.6496,0.4158,100,,,,,,
618,0.7472,0.7444,0.1,0.6554,0.6554,0.4182,100,,,,,,
619,0.7444,0.7833,0.1,0.6713,0.6713,0.4162,100,,,,,,
620,0.7833,0.7528,0.1,0.6807,0.6807,0.4226,100,,,,,,
621,0.7528,0.7694,0.1,0.7017,0.7017,0.414,100,,,,,,
622,0.7694,0.7583,0.1,0.6723,0.6723,0.4126,100,,,,,,
623,0.7583,0.7639,0.1,0.6935,0.695,0.4194,100,,,,,,
624,0.7639,0.7611,0.1,0.6747,0.6747,0.4217,100,,,,,,
625,0.7611,0.7278,0.1,0.6817,0.6817,0.4163,100,,,,,,
626,0.7278,0.7139,0.1,0.7002,0.7002,0.4192,100,,,,,,
627,0.7139,0.7278,0.1,0.6829,0.6829,0.4246,100,,,,,,
628,0.7278,0.7306,0.1,0.6946,0.6946,0.4138,100,,,,,,
629,0.7306,0.7667,0.1,0.6879,0.6879,0.4183,100,,,,,,
630,0.7667,0.7528,0.1,0.668,0.6687,0.4187,100,,,,,,
631,0.7528,0.7611,0.1,0.6781,0.6781,0.4176,100,,,,,,
632,0.7611,0.7361,0.1,0.6911,0.6911,0.4227,100,,,,,,
633,0.7361,0.7083,0.1,0.6657,0.6657,0.4172,100,,,,,,
634,0.7083,0.725,0.1,0.6609,0.6609,0.4226,100,,,,,,
635,0.725,0.7278,0.1,0.6738,0.6782,0.4157,100,,,,,,
636,0.7278,0.7194,0.1,0.6855,0.6855,0.4237,100,,,,,,
637,0.7194,0.7556,0.1,0.6426,0.6426,0.4246,100,,,,,,
638,0.7556,0.7972,0.1,0.6595,0.6595,0.4249,100,,,,,,
639,0.7972,0.8,0.1,0.6787,0.6787,0.4173,100,,,,,,
640,0.8,0.7583,0.1,0.6887,0.6887,0.4207,100,,,,,,
641,0.7583,0.7472,0.1,0.6581,0.6581,0.4192,100,,,,,,
642,0.7472,0.7528,0.1,0.7064,0.7115,0.4188,100,,,,,,
643,0.7528,0.7556,0.1,0.6815,0.6815,0.4124,100,,,,,,
644,0.7556,0.7917,0.1,0.722,0.7223,0.4185,100,,,,,,
645,0.7917,0.8167,0.1,0.6627,0.6627,0.4165,100,,,,,,
646,0.8167,0.8417,0.1,0.6687,0.6687,0.4183,100,,,,,,
647,0.8417,0.8139,0.1,0.6792,0.6854,0.4151,100,,,,,,
648,0.8139,0.8056,0.1,0.6995,0.7079,0.4167,100,,,,,,
649,0.8056,0.8,0.1,0.6848,0.6848,0.4146,100,,,,,,
650,0.8,0.7889,0.1,0.6636,0.6636,0.4165,100,,,,,,
651,0.7889,0.7778,0.1,0.6728,0.6728,0.4175,100,,,,,,
652,0.7778,0.825,0.1,0.6744,0.6744,0.4173,100,,,,,,
653,0.825,0.8833,0.1,0.6708,0.6708,0.4156,100,,,,,,
654,0.8833,0.8583,0.1,0.6653,0.6661,0.415,100,,,,,,
655,0.8583,0.8083,0.1,0.6751,0.6775,0.4158,100,,,,,,
656,0.8083,0.8028,0.1,0.6545,0.6545,0.4111,100,,,,,,
657,0.8028,0.8,0.1,0.6625,0.6625,0.4176,100,,,,,,
658,0.8,0.7944,0.1,0.6699,0.6699,0.4123,100,,,,,,
659,0.7944,0.7944,0.1,0.6621,0.6621,0.4175,100,,,,,,
660,0.7944,0.8194,0.1,0.7071,0.7071,0.4205,100,,,,,,
661,0.8194,0.8528,0.1,0.6655,0.6655,0.4159,100,,,,,,
662,0.8528,0.8389,0.1,0.6916,0.6916,0.4141,100,,,,,,
663,0.8389,0.7833,0.1,0.6663,0.6663,0.417,100,,,,,,
664,0.7833,0.7778,0.1,0.661,0.661,0.4112,100,,,,,,
665,0.7778,0.7972,0.1,0.6777,0.6777,0.4181,100,,,,,,
666,0.7972,0.8167,0.1,0.6563,0.6563,0.42,100,,,,,,
667,0.8167,0.8472,0.1,0.6615,0.6615,0.4168,100,,,,,,
668,0.8472,0.8306,0.1,0.6598,0.6598,0.4131,100,,,,,,
669,0.8306,0.8361,0.1,0.6637,0.6637,0.418,100,,,,,,
670,0.8361,0.8083,0.1,0.6567,0.6567,0.4161,100,,,,,,
671,0.8083,0.8111,0.1,0.6653,0.6653,0.4155,100,,,,,,
672,0.8111,0.7861,0.1,0.6545,0.6545,0.415,100,,,,,,
673,0.7861,0.775,0.1,0.6854,0.6854,0.4151,100,,,,,,
674,0.775,0.8417,0.1,0.6566,0.6566,0.4043,100,,,,,,
675,0.8417,0.8444,0.1,0.669,0.669,0.4192,100,,,,,,
676,0.8444,0.8167,0.1,0.6562,0.6562,0.4204,100,,,,,,
677,0.8167,0.7972,0.1,0.658,0.658,0.4194,100,,,,,,
678,0.7972,0.7889,0.1,0.6474,0.6474,0.4174,100,,,,,,
679,0.7889,0.7694,0.1,0.6567,0.6567,0.4167,100,,,,,,
680,0.7694,0.7778,0.1,0.6565,0.6565,0.42,100,,,,,,
681,0.7778,0.8083,0.1,0.6644,0.6644,0.4141,100,,,,,,
682,0.8083,0.7972,0.1,0.6694,0.6694,0.4186,100,,,,,,
683,0.7972,0.8139,0.1,0.6543,0.6543,0.4197,100,,,,,,
684,0.8139,0.8167,0.1,0.6701,0.6701,0.4184,100,,,,,,
685,0.8167,0.8,0.1,0.7152,0.7152,0.414,100,,,,,,
686,0.8,0.75,0.1,0.6958,0.6958,0.4204,100,,,,,,
687,0.75,0.7639,0.1,0.6728,0.6748,0.42,100,,,,,,
688,0.7639,0.7694,0.1,0.6556,0.6556,0.4248,100,,,,,,
689,0.7694,0.8056,0.1,0.6875,0.6877,0.4227,100,,,,,,
690,0.8056,0.8111,0.1,0.6794,0.6838,0.4172,100,,,,,,
691,0.8111,0.7972,0.1,0.6615,0.6615,0.4217,100,,,,,,
692,0.7972,0.7917,0.1,0.666,0.666,0.4131,100,,,,,,
693,0.7917,0.7833,0.1,0.6914,0.6914,0.4184,100,,,,,,
694,0.7833,0.7528,0.1,0.6759,0.6759,0.4168,100,,,,,,
695,0.7528,0.7361,0.1,0.6501,0.6501,0.42,100,,,,,,
696,0.7361,0.7611,0.1,0.6651,0.6651,0.4142,100,,,,,,
697,0.7611,0.7778,0.1,0.7178,0.7178,0.4246,100,,,,,,
698,0.7778,0.7972,0.1,0.6809,0.6809,0.424,100,,,,,,
699,0.7972,0.7889,0.1,0.6662,0.6703,0.42,100,,,,,,
700,0.7889,0.7722,0.1,0.6745,0.6745,0.4172,100,,,,,,
701,0.7722,0.7389,0.1,0.6953,0.6953,0.4245,100,,,,,,
702,0.7389,0.7639,0.1,0.6739,0.6739,0.4222,100,,,,,,
703,0.7639,0.7417,0.1,0.6722,0.6722,0.4203,100,,,,,,
704,0.7417,0.7583,0.1,0.6927,0.7028,0.4193,100,,,,,,
705,0.7583,0.7778,0.1,0.7278,0.7318,0.4212,100,,,,,,
706,0.7778,0.775,0.1,0.6917,0.6917,0.4179,100,,,,,,
707,0.775,0.7722,0.1,0.6726,0.6726,0.4173,100,,,,,,
708,0.7722,0.7611,0.1,0.6727,0.6727,0.4143,100,,,,,,
709,0.7611,0.725,0.1,0.6861,0.6861,0.418,100,,,,,,
710,0.725,0.725,0.1,0.672,0.672,0.4173,100,,,,,,
711,0.725,0.7556,0.1,0.6692,0.6692,0.4194,100,,,,,,
712,0.7556,0.7639,0.1,0.6827,0.6827,0.4197,100,,,,,,
713,0.7639,0.7833,0.1,0.6984,0.699,0.418,100,,,,,,
714,0.7833,0.7944,0.1,0.6656,0.6656,0.4159,100,,,,,,
715,0.7944,0.7944,0.1,0.6806,0.6806,0.415,100,,,,,,
716,0.7944,0.7583,0.1,0.6873,0.6873,0.4214,100,,,,,,
717,0.7583,0.7778,0.1,0.6677,0.6677,0.4169,100,,,,,,
718,0.7778,0.7722,0.1,0.66,0.66,0.4192,100,,,,,,
719,0.7722,0.7639,0.1,0.6706,0.6706,0.4178,100,,,,,,
