beat_index,RR_prev(s),RR_next(s),Heart_Rate(bpm),QRS_duration(s),R_amp,QRS_max,QRS_min
1635,0.8278,0.7806,72.4832,0.1,1.12,1.12,-0.535
1636,0.7806,0.8028,76.8683,0.1,1.025,1.025,-0.585
1637,0.8028,0.7944,74.7405,0.1,0.905,0.905,-0.58
1638,0.7944,0.8194,75.5245,0.1,0.88,0.925,-0.635
1639,0.8194,0.8417,73.2203,0.1,1.1,1.1,-0.535
1640,0.8417,0.8417,71.2871,0.1,1.1,1.1,-0.51
1641,0.8417,0.8278,71.2871,0.1,0.905,0.975,-0.545
1642,0.8278,0.825,72.4832,0.1,0.97,0.97,-0.595
1643,0.825,0.7833,72.7273,0.1,1.115,1.185,-0.525
1644,0.7833,0.8,76.5957,0.1,1.08,1.08,-0.525
1645,0.8,0.8333,75.0,0.1,0.865,0.92,-0.57
1646,0.8333,0.8528,72.0,0.1,1.04,1.045,-0.59
1647,0.8528,0.8389,70.3583,0.1,1.12,1.14,-0.575
1648,0.8389,0.8472,71.5232,0.1,1.125,1.125,-0.54
1649,0.8472,0.7861,70.8197,0.1,1.04,1.04,-0.53
1650,0.7861,0.8111,76.3251,0.1,0.98,0.98,-0.55
1651,0.8111,0.7917,73.9726,0.1,1.14,1.14,-0.52
1652,0.7917,0.7917,75.7895,0.1,1.13,1.13,-0.525
1653,0.7917,0.8278,75.7895,0.1,1.02,1.02,-0.485
1654,0.8278,0.8722,72.4832,0.1,1.045,1.055,-0.525
1655,0.8722,0.825,68.7898,0.1,1.18,1.235,-0.515
1656,0.825,0.8167,72.7273,0.1,1.17,1.2,-0.505
1657,0.8167,0.7833,73.4694,0.1,0.995,0.995,-0.59
1658,0.7833,0.8,76.5957,0.1,0.96,0.96,-0.595
1659,0.8,0.8056,75.0,0.1,1.06,1.11,-0.64
1660,0.8056,0.8056,74.4828,0.1,0.96,0.995,-0.635
1661,0.8056,0.8194,74.4828,0.1,0.95,1.035,-0.63
1662,0.8194,0.8611,73.2203,0.1,0.915,0.985,-0.64
1663,0.8611,0.8444,69.6774,0.1,1.075,1.135,-0.565
1664,0.8444,0.7917,71.0526,0.1,1.04,1.04,-0.63
1665,0.7917,0.7806,75.7895,0.1,0.865,0.865,-0.635
1666,0.7806,0.8,76.8683,0.1,0.94,0.94,-0.635
1667,0.8,0.8194,75.0,0.1,1.13,1.2,-0.575
1668,0.8194,0.8528,73.2203,0.1,1.015,1.015,-0.62
1669,0.8528,0.825,70.3583,0.1,0.885,0.925,-0.605
1670,0.825,0.8167,72.7273,0.1,0.89,0.965,-0.63
1671,0.8167,0.825,73.4694,0.1,1.115,1.13,-0.625
1672,0.825,0.7917,72.7273,0.1,1.045,1.06,-0.595
1673,0.7917,0.7694,75.7895,0.1,0.925,0.965,-0.605
1674,0.7694,0.7861,77.9783,0.1,0.95,0.95,-0.63
1675,0.7861,0.8111,76.3251,0.1,1.135,1.135,-0.58
1676,0.8111,0.8361,73.9726,0.1,1.13,1.13,-0.605
1677,0.8361,0.8278,71.7608,0.1,1.04,1.04,-0.575
1678,0.8278,0.7972,72.4832,0.1,0.97,0.97,-0.615
1679,0.7972,0.7667,75.2613,0.1,1.055,1.055,-0.585
1680,0.7667,0.7917,78.2609,0.1,1.17,1.17,-0.565
1681,0.7917,0.7722,75.7895,0.1,1.07,1.075,-0.55
1682,0.7722,0.7861,77.6978,0.1,0.98,0.98,-0.56
1683,0.7861,0.8361,76.3251,0.1,1.02,1.075,-0.565
1684,0.8361,0.8333,71.7608,0.1,1.335,1.37,-0.485
1685,0.8333,0.8278,72.0,0.1,1.19,1.19,-0.485
1686,0.8278,0.7944,72.4832,0.1,0.955,0.955,-0.55
1687,0.7944,0.7667,75.5245,0.1,0.995,0.995,-0.59
1688,0.7667,0.75,78.2609,0.1,1.09,1.09,-0.485
1689,0.75,0.775,80.0,0.1,0.98,0.98,-0.495
1690,0.775,0.7889,77.4194,0.1,0.905,0.94,-0.535
1691,0.7889,0.8222,76.0563,0.1,1.095,1.13,-0.62
1692,0.8222,0.8056,72.973,0.1,1.11,1.175,-0.59
1693,0.8056,0.7972,74.4828,0.1,1.03,1.115,-0.595
1694,0.7972,0.775,75.2613,0.1,0.975,0.975,-0.55
1695,0.775,0.7972,77.4194,0.1,1.085,1.085,-0.56
1696,0.7972,0.775,75.2613,0.1,1.24,1.24,-0.475
1697,0.775,0.8028,77.4194,0.1,1.33,1.33,-0.49
1698,0.8028,0.8278,74.7405,0.1,1.0,1.0,-0.515
1699,0.8278,0.8722,72.4832,0.1,1.06,1.06,-0.52
1700,0.8722,0.8417,68.7898,0.1,1.195,1.195,-0.49
1701,0.8417,0.8,71.2871,0.1,1.075,1.145,-0.52
1702,0.8,0.7917,75.0,0.1,0.94,0.94,-0.57
1703,0.7917,0.8167,75.7895,0.1,0.995,0.995,-0.54
1704,0.8167,0.8222,73.4694,0.1,1.055,1.135,-0.61
1705,0.8222,0.8306,72.973,0.1,0.99,0.99,-0.595
1706,0.8306,0.8389,72.2408,0.1,0.85,0.95,-0.635
1707,0.8389,0.875,71.5232,0.1,0.965,0.965,-0.585
1708,0.875,0.8222,68.5714,0.1,1.04,1.095,-0.59
1709,0.8222,0.7861,72.973,0.1,1.015,1.02,-0.555
1710,0.7861,0.7861,76.3251,0.1,0.88,0.88,-0.605
1711,0.7861,0.8083,76.3251,0.1,0.955,0.955,-0.59
1712,0.8083,0.8389,74.2268,0.1,1.14,1.185,-0.535
1713,0.8389,0.8417,71.5232,0.1,1.015,1.08,-0.6
1714,0.8417,0.8389,71.2871,0.1,0.895,0.93,-0.65
1715,0.8389,0.8306,71.5232,0.1,1.07,1.07,-0.575
1716,0.8306,0.8139,72.2408,0.1,1.155,1.19,-0.57
1717,0.8139,0.7861,73.7201,0.1,1.04,1.04,-0.54
1718,0.7861,0.7778,76.3251,0.1,0.865,0.865,-0.61
1719,0.7778,0.8194,77.1429,0.1,0.92,0.92,-0.62
1720,0.8194,0.8333,73.2203,0.1,1.095,1.115,-0.565
1721,0.8333,0.8472,72.0,0.1,1.075,1.075,-0.59
1722,0.8472,0.8222,70.8197,0.1,0.88,0.88,-0.585
1723,0.8222,0.8167,72.973,0.1,0.965,0.965,-0.62
1724,0.8167,0.7861,73.4694,0.1,1.2,1.2,-0.55
1725,0.7861,0.8083,76.3251,0.1,0.995,1.025,-0.57
1726,0.8083,0.7917,74.2268,0.1,0.915,0.915,-0.605
1727,0.7917,0.8111,75.7895,0.1,0.835,0.85,-0.675
1728,0.8111,0.8278,73.9726,0.1,1.115,1.13,-0.575
1729,0.8278,0.8222,72.4832,0.1,1.005,1.15,-0.56
1730,0.8222,0.7917,72.973,0.1,0.925,0.95,-0.575
1731,0.7917,0.775,75.7895,0.1,0.87,0.875,-0.715
1732,0.775,0.7639,77.4194,0.1,1.155,1.155,-0.555
1733,0.7639,0.7694,78.5455,0.1,1.075,1.15,-0.565
1734,0.7694,0.8278,77.9783,0.1,1.05,1.06,-0.575
1735,0.8278,0.5917,72.4832,0.1,0.865,0.925,-0.635
1736,0.5917,1.0056,101.4085,0.1,0.87,0.93,-0.625
1737,1.0056,0.8389,59.6685,0.1,1.15,1.18,-0.565
1738,0.8389,0.8,71.5232,0.1,1.055,1.105,-0.595
1739,0.8,0.7806,75.0,0.1,0.93,0.98,-0.58
1740,0.7806,0.7917,76.8683,0.1,0.955,0.955,-0.605
1741,0.7917,0.7972,75.7895,0.1,1.165,1.165,-0.525
1742,0.7972,0.8194,75.2613,0.1,1.105,1.145,-0.57
1743,0.8194,0.8389,73.2203,0.1,1.015,1.015,-0.575
1744,0.8389,0.8417,71.5232,0.1,0.87,0.925,-0.63
1745,0.8417,0.7889,71.2871,0.1,1.115,1.17,-0.59
1746,0.7889,0.7944,76.0563,0.1,1.145,1.22,-0.495
1747,0.7944,0.7806,75.5245,0.1,1.125,1.135,-0.52
1748,0.7806,0.7806,76.8683,0.1,1.005,1.02,-0.63
1749,0.7806,0.8278,76.8683,0.1,0.975,0.975,-0.585
1750,0.8278,0.8278,72.4832,0.1,1.22,1.3,-0.595
1751,0.8278,0.8417,72.4832,0.1,1.075,1.095,-0.605
1752,0.8417,0.825,71.2871,0.1,0.885,0.885,-0.685
1753,0.825,0.8167,72.7273,0.1,0.83,0.88,-0.695
1754,0.8167,0.7694,73.4694,0.1,1.1,1.115,-0.7
1755,0.7694,0.7917,77.9783,0.1,1.06,1.085,-0.655
1756,0.7917,0.7972,75.7895,0.1,0.975,0.975,-0.595
1757,0.7972,0.8417,75.2613,0.1,0.815,0.815,-0.695
1758,0.8417,0.8472,71.2871,0.1,1.09,1.09,-0.575
1759,0.8472,0.8278,70.8197,0.1,1.06,1.14,-0.56
1760,0.8278,0.7944,72.4832,0.1,1.05,1.05,-0.535
1761,0.7944,0.8111,75.5245,0.1,0.94,0.99,-0.59
1762,0.8111,0.7833,73.9726,0.1,0.99,1.2,-0.545
1763,0.7833,0.7833,76.5957,0.1,1.115,1.14,-0.53
1764,0.7833,0.8083,76.5957,0.1,1.145,1.145,-0.52
1765,0.8083,0.8361,74.2268,0.1,0.95,0.96,-0.595
1766,0.8361,0.8389,71.7608,0.1,1.075,1.105,-0.53
1767,0.8389,0.8194,71.5232,0.1,1.225,1.225,-0.49
1768,0.8194,0.7583,73.2203,0.1,1.165,1.165,-0.46
1769,0.7583,0.7806,79.1209,0.1,1.02,1.02,-0.585
1770,0.7806,0.8056,76.8683,0.1,1.075,1.075,-0.545
1771,0.8056,0.7972,74.4828,0.1,1.17,1.18,-0.545
1772,0.7972,0.8222,75.2613,0.1,1.095,1.095,-0.585
1773,0.8222,0.8417,72.973,0.1,0.86,0.885,-0.585
1774,0.8417,0.8444,71.2871,0.1,0.93,0.93,-0.65
1775,0.8444,0.8222,71.0526,0.1,1.17,1.32,-0.54
1776,0.8222,0.8028,72.973,0.1,1.1,1.13,-0.535
1777,0.8028,0.7639,74.7405,0.1,0.955,0.955,-0.61
1778,0.7639,0.8333,78.5455,0.1,0.885,0.9,-0.64
1779,0.8333,0.8444,72.0,0.1,1.185,1.2,-0.52
1780,0.8444,0.8333,71.0526,0.1,1.195,1.22,-0.485
1781,0.8333,0.825,72.0,0.1,0.98,1.025,-0.5
1782,0.825,0.8333,72.7273,0.1,0.935,1.0,-0.615
1783,0.8333,0.7889,72.0,0.1,1.115,1.13,-0.61
1784,0.7889,0.8028,76.0563,0.1,1.095,1.15,-0.585
1785,0.8028,0.7722,74.7405,0.1,1.035,1.035,-0.51
1786,0.7722,0.8028,77.6978,0.1,0.93,0.94,-0.6
1787,0.8028,0.8611,74.7405,0.1,1.105,1.105,-0.53
1788,0.8611,0.8528,69.6774,0.1,1.08,1.175,-0.54
1789,0.8528,0.8056,70.3583,0.1,1.06,1.125,-0.515
1790,0.8056,0.7889,74.4828,0.1,0.845,0.94,-0.62
1791,0.7889,0.7889,76.0563,0.1,1.04,1.04,-0.51
1792,0.7889,0.8028,76.0563,0.1,1.17,1.245,-0.53
1793,0.8028,0.8194,74.7405,0.1,1.15,1.15,-0.505
1794,0.8194,0.8194,73.2203,0.1,0.91,0.995,-0.62
1795,0.8194,0.8444,73.2203,0.1,0.84,0.84,-0.71
1796,0.8444,0.8611,71.0526,0.1,1.19,1.22,-0.6
1797,0.8611,0.8083,69.6774,0.1,1.12,1.12,-0.585
1798,0.8083,0.7639,74.2268,0.1,1.07,1.07,-0.52
1799,0.7639,0.7833,78.5455,0.1,0.99,1.06,-0.59
1800,0.7833,0.7944,76.5957,0.1,1.235,1.235,-0.515
1801,0.7944,0.8417,75.5245,0.1,1.175,1.2,-0.59
1802,0.8417,0.85,71.2871,0.1,1.105,1.105,-0.545
1803,0.85,0.8222,70.5882,0.1,0.92,0.955,-0.585
1804,0.8222,0.8417,72.973,0.1,1.12,1.12,-0.62
1805,0.8417,0.8222,71.2871,0.1,1.21,1.255,-0.5
1806,0.8222,0.7972,72.973,0.1,1.22,1.22,-0.485
1807,0.7972,0.775,75.2613,0.1,1.05,1.08,-0.54
1808,0.775,0.8194,77.4194,0.1,0.92,0.92,-0.58
1809,0.8194,0.8306,73.2203,0.1,1.23,1.315,-0.535
1810,0.8306,0.8556,72.2408,0.1,1.155,1.23,-0.5
1811,0.8556,0.8167,70.1299,0.1,1.16,1.16,-0.475
1812,0.8167,0.775,73.4694,0.1,1.01,1.09,-0.515
1813,0.775,0.7972,77.4194,0.1,0.97,1.0,-0.56
1814,0.7972,0.8,75.2613,0.1,1.285,1.285,-0.46
1815,0.8,0.7417,75.0,0.1,1.205,1.205,-0.435
1816,0.7417,0.8722,80.8989,0.1,1.03,1.07,-0.46
1817,0.8722,0.8472,68.7898,0.1,1.035,1.035,-0.58
1818,0.8472,0.5944,70.8197,0.1,1.14,1.22,-0.5
1819,0.5944,1.0,100.9346,0.1,1.145,1.145,-0.545
1820,1.0,0.7917,60.0,0.1,1.115,1.115,-0.445
1821,0.7917,0.7944,75.7895,0.1,0.86,0.93,-0.575
1822,0.7944,0.8222,75.5245,0.1,1.135,1.135,-0.475
1823,0.8222,0.8389,72.973,0.1,1.2,1.2,-0.46
1824,0.8389,0.8444,71.5232,0.1,1.02,1.035,-0.54
1825,0.8444,0.8361,71.0526,0.1,1.085,1.085,-0.585
1826,0.8361,0.8333,71.7608,0.1,0.985,1.03,-0.59
1827,0.8333,0.8111,72.0,0.1,1.165,1.195,-0.455
1828,0.8111,0.8083,73.9726,0.1,1.08,1.105,-0.54
1829,0.8083,0.7778,74.2268,0.1,0.97,0.97,-0.595
1830,0.7778,0.8278,77.1429,0.1,0.89,0.955,-0.59
1831,0.8278,0.8694,72.4832,0.1,1.18,1.215,-0.515
1832,0.8694,0.8556,69.0096,0.1,1.1,1.155,-0.485
1833,0.8556,0.8167,70.1299,0.1,0.985,1.01,-0.56
1834,0.8167,0.8,73.4694,0.1,0.9,0.9,-0.58
1835,0.8,0.7889,75.0,0.1,1.06,1.115,-0.535
1836,0.7889,0.8083,76.0563,0.1,1.215,1.225,-0.505
1837,0.8083,0.8083,74.2268,0.1,0.965,1.05,-0.51
1838,0.8083,0.8194,74.2268,0.1,0.83,0.88,-0.64
1839,0.8194,0.8389,73.2203,0.1,1.03,1.03,-0.535
1840,0.8389,0.85,71.5232,0.1,1.065,1.135,-0.49
1841,0.85,0.8028,70.5882,0.1,1.06,1.06,-0.53
1842,0.8028,0.7778,74.7405,0.1,0.855,0.855,-0.595
1843,0.7778,0.7889,77.1429,0.1,0.905,0.945,-0.6
1844,0.7889,0.7972,76.0563,0.1,1.14,1.17,-0.525
1845,0.7972,0.8389,75.2613,0.1,1.03,1.07,-0.555
1846,0.8389,0.8389,71.5232,0.1,0.86,0.865,-0.62
1847,0.8389,0.85,71.5232,0.1,0.89,0.89,-0.655
1848,0.85,0.8278,70.5882,0.1,1.235,1.285,-0.515
1849,0.8278,0.8167,72.4832,0.1,1.14,1.14,-0.51
1850,0.8167,0.7778,73.4694,0.1,0.955,0.955,-0.56
1851,0.7778,0.8083,77.1429,0.1,0.87,0.94,-0.615
1852,0.8083,0.8194,74.2268,0.1,1.08,1.185,-0.56
1853,0.8194,0.8361,73.2203,0.1,0.99,1.085,-0.55
1854,0.8361,0.8611,71.7608,0.1,0.985,0.985,-0.585
1855,0.8611,0.8306,69.6774,0.1,0.925,0.925,-0.58
1856,0.8306,0.8056,72.2408,0.1,1.04,1.07,-0.535
1857,0.8056,0.7972,74.4828,0.1,1.14,1.14,-0.535
1858,0.7972,0.7889,75.2613,0.1,1.005,1.005,-0.57
1859,0.7889,0.8139,76.0563,0.1,1.04,1.04,-0.64
1860,0.8139,0.8194,73.7201,0.1,1.045,1.11,-0.555
1861,0.8194,0.8417,73.2203,0.1,1.195,1.195,-0.47
1862,0.8417,0.8139,71.2871,0.1,1.085,1.145,-0.525
1863,0.8139,0.8194,73.7201,0.1,1.125,1.14,-0.57
1864,0.8194,0.7917,73.2203,0.1,1.005,1.035,-0.62
1865,0.7917,0.7806,75.7895,0.1,1.11,1.16,-0.585
1866,0.7806,0.8,76.8683,0.1,1.295,1.295,-0.54
1867,0.8,0.8278,75.0,0.1,1.005,1.005,-0.605
1868,0.8278,0.8583,72.4832,0.1,0.99,0.99,-0.61
1869,0.8583,0.8306,69.9029,0.1,1.27,1.27,-0.525
1870,0.8306,0.825,72.2408,0.1,1.2,1.215,-0.525
1871,0.825,0.7778,72.7273,0.1,1.09,1.165,-0.465
1872,0.7778,0.7944,77.1429,0.1,0.96,1.015,-0.615
1873,0.7944,0.7833,75.5245,0.1,1.15,1.185,-0.52
1874,0.7833,0.8139,76.5957,0.1,1.3,1.3,-0.445
1875,0.8139,0.8472,73.7201,0.1,1.185,1.215,-0.44
1876,0.8472,0.8472,70.8197,0.1,1.125,1.14,-0.525
1877,0.8472,0.85,70.8197,0.1,1.215,1.255,-0.535
1878,0.85,0.7944,70.5882,0.1,1.21,1.27,-0.475
1879,0.7944,0.7944,75.5245,0.1,1.19,1.24,-0.51
1880,0.7944,0.7917,75.5245,0.1,1.075,1.075,-0.54
1881,0.7917,0.825,75.7895,0.1,0.985,0.985,-0.585
1882,0.825,0.8306,72.7273,0.1,1.41,1.415,-0.48
1883,0.8306,0.8278,72.2408,0.1,1.175,1.245,-0.49
1884,0.8278,0.8333,72.4832,0.1,1.005,1.005,-0.52
1885,0.8333,0.8222,72.0,0.1,0.95,0.95,-0.62
1886,0.8222,0.7889,72.973,0.1,1.185,1.25,-0.545
1887,0.7889,0.7833,76.0563,0.1,1.175,1.175,-0.535
1888,0.7833,0.7833,76.5957,0.1,1.07,1.07,-0.545
1889,0.7833,0.8333,76.5957,0.1,0.92,0.92,-0.59
1890,0.8333,0.8611,72.0,0.1,1.085,1.14,-0.54
1891,0.8611,0.8417,69.6774,0.1,1.17,1.21,-0.505
1892,0.8417,0.8222,71.2871,0.1,1.13,1.2,-0.555
1893,0.8222,0.8083,72.973,0.1,0.935,0.94,-0.565
1894,0.8083,0.8083,74.2268,0.1,1.015,1.015,-0.615
1895,0.8083,0.7833,74.2268,0.1,1.165,1.2,-0.48
1896,0.7833,0.8167,76.5957,0.1,1.22,1.22,-0.49
1897,0.8167,0.8389,73.4694,0.1,1.1,1.1,-0.52
1898,0.8389,0.8472,71.5232,0.1,0.87,0.955,-0.595
1899,0.8472,0.8472,70.8197,0.1,1.035,1.035,-0.565
1900,0.8472,0.7972,70.8197,0.1,1.215,1.215,-0.51
1901,0.7972,0.7583,75.2613,0.1,1.14,1.14,-0.525
1902,0.7583,0.7944,79.1209,0.1,0.95,0.99,-0.555
1903,0.7944,0.7806,75.5245,0.1,1.085,1.1,-0.515
1904,0.7806,0.7889,76.8683,0.1,1.165,1.215,-0.5
1905,0.7889,0.8139,76.0563,0.1,1.02,1.075,-0.53
1906,0.8139,0.5361,73.7201,0.1,0.905,0.96,-0.63
1907,0.5361,1.1306,111.9171,0.1,-2.715,-0.245,-2.715
1908,1.1306,0.7861,53.0713,0.1,1.055,1.11,-0.58
1909,0.7861,0.7667,76.3251,0.1,1.065,1.11,-0.58
1910,0.7667,0.7611,78.2609,0.1,0.865,0.865,-0.585
1911,0.7611,0.8389,78.8321,0.1,0.915,0.915,-0.65
1912,0.8389,0.8278,71.5232,0.1,1.14,1.2,-0.57
1913,0.8278,0.8167,72.4832,0.1,1.055,1.12,-0.55
1914,0.8167,0.8083,73.4694,0.1,0.975,0.975,-0.585
1915,0.8083,0.7917,74.2268,0.1,0.795,0.885,-0.665
1916,0.7917,0.7833,75.7895,0.1,1.035,1.035,-0.605
1917,0.7833,0.7944,76.5957,0.1,1.125,1.135,-0.57
1918,0.7944,0.7722,75.5245,0.1,1.095,1.095,-0.55
1919,0.7722,0.8083,77.6978,0.1,0.835,0.895,-0.62
1920,0.8083,0.8694,74.2268,0.1,1.0,1.145,-0.6
1921,0.8694,0.8361,69.0096,0.1,1.1,1.11,-0.575
1922,0.8361,0.775,71.7608,0.1,1.01,1.115,-0.56
1923,0.775,0.7861,77.4194,0.1,0.985,0.985,-0.56
1924,0.7861,0.7806,76.3251,0.1,1.045,1.065,-0.605
1925,0.7806,0.8028,76.8683,0.1,1.165,1.205,-0.495
1926,0.8028,0.8194,74.7405,0.1,1.14,1.145,-0.495
1927,0.8194,0.8167,73.2203,0.1,1.04,1.065,-0.57
1928,0.8167,0.8556,73.4694,0.1,0.845,0.945,-0.64
1929,0.8556,0.85,70.1299,0.1,1.135,1.205,-0.58
1930,0.85,0.8,70.5882,0.1,1.155,1.23,-0.535
1931,0.8,0.7722,75.0,0.1,1.045,1.085,-0.505
1932,0.7722,0.7917,77.6978,0.1,0.905,0.97,-0.655
1933,0.7917,0.7889,75.7895,0.1,1.145,1.145,-0.57
1934,0.7889,0.8417,76.0563,0.1,1.08,1.12,-0.565
1935,0.8417,0.825,71.2871,0.1,0.945,1.0,-0.6
1936,0.825,0.8056,72.7273,0.1,0.795,0.865,-0.72
1937,0.8056,0.8361,74.4828,0.1,0.895,0.97,-0.63
1938,0.8361,0.8028,71.7608,0.1,1.185,1.24,-0.59
1939,0.8028,0.7861,74.7405,0.1,1.2,1.25,-0.555
1940,0.7861,0.775,76.3251,0.1,1.04,1.04,-0.58
1941,0.775,0.8083,77.4194,0.1,0.845,0.855,-0.64
1942,0.8083,0.8472,74.2268,0.1,0.95,0.95,-0.63
1943,0.8472,0.85,70.8197,0.1,1.17,1.17,-0.575
1944,0.85,0.8194,70.5882,0.1,1.04,1.11,-0.585
1945,0.8194,0.7667,73.2203,0.1,0.96,0.96,-0.615
1946,0.7667,0.8028,78.2609,0.1,0.955,0.96,-0.605
1947,0.8028,0.7944,74.7405,0.1,1.17,1.23,-0.555
1948,0.7944,0.8028,75.5245,0.1,1.13,1.13,-0.555
1949,0.8028,0.8139,74.7405,0.1,0.96,1.035,-0.645
1950,0.8139,0.8333,73.7201,0.1,0.845,0.86,-0.69
1951,0.8333,0.8389,72.0,0.1,0.95,0.995,-0.595
1952,0.8389,0.8278,71.5232,0.1,1.14,1.21,-0.53
1953,0.8278,0.7806,72.4832,0.1,1.11,1.22,-0.535
1954,0.7806,0.75,76.8683,0.1,0.915,0.92,-0.605
1955,0.75,0.8194,80.0,0.1,0.935,0.935,-0.615
1956,0.8194,0.8167,73.2203,0.1,1.08,1.16,-0.555
1957,0.8167,0.825,73.4694,0.1,1.065,1.115,-0.585
1958,0.825,0.7972,72.7273,0.1,1.0,1.045,-0.61
1959,0.7972,0.8028,75.2613,0.1,0.815,0.83,-0.675
1960,0.8028,0.7861,74.7405,0.1,0.96,1.015,-0.65
1961,0.7861,0.6139,76.3251,0.1,0.985,1.05,-0.615
1962,0.6139,0.9139,97.7376,0.1,1.05,1.05,-0.66
1963,0.9139,0.7833,65.6535,0.1,0.82,0.97,-0.66
1964,0.7833,0.8556,76.5957,0.1,0.855,0.95,-0.675
1965,0.8556,0.8306,70.1299,0.1,1.12,1.14,-0.565
1966,0.8306,0.8056,72.2408,0.1,1.075,1.075,-0.575
1967,0.8056,0.7806,74.4828,0.1,0.96,0.96,-0.575
1968,0.7806,0.7833,76.8683,0.1,1.15,1.195,-0.56
1969,0.7833,0.7806,76.5957,0.1,1.175,1.175,-0.555
1970,0.7806,0.8,76.8683,0.1,1.085,1.085,-0.57
1971,0.8,0.8028,75.0,0.1,0.89,0.935,-0.595
1972,0.8028,0.8333,74.7405,0.1,0.99,0.99,-0.58
1973,0.8333,0.6056,72.0,0.1,1.185,1.185,-0.53
1974,0.6056,0.9889,99.0826,0.1,1.09,1.14,-0.54
1975,0.9889,0.7889,60.6742,0.1,1.025,1.095,-0.515
1976,0.7889,0.7944,76.0563,0.1,1.025,1.025,-0.52
1977,0.7944,0.5389,75.5245,0.1,1.225,1.225,-0.53
1978,0.5389,0.95,111.3402,0.1,1.325,1.355,-0.43
1979,0.95,0.85,63.1579,0.1,1.15,1.15,-0.505
1980,0.85,0.8306,70.5882,0.1,0.93,0.93,-0.625
1981,0.8306,0.8278,72.2408,0.1,0.945,1.0,-0.615
1982,0.8278,0.8194,72.4832,0.1,1.2,1.25,-0.495
1983,0.8194,0.7917,73.2203,0.1,1.385,1.415,-0.465
1984,0.7917,0.7722,75.7895,0.1,1.04,1.04,-0.55
1985,0.7722,0.7778,77.6978,0.1,0.89,0.89,-0.64
1986,0.7778,0.8222,77.1429,0.1,0.965,1.085,-0.585
1987,0.8222,0.8556,72.973,0.1,1.185,1.205,-0.485
1988,0.8556,0.8389,70.1299,0.1,1.14,1.14,-0.525
1989,0.8389,0.8028,71.5232,0.1,0.955,0.955,-0.59
1990,0.8028,0.8028,74.7405,0.1,1.005,1.01,-0.55
1991,0.8028,0.8111,74.7405,0.1,1.13,1.13,-0.545
1992,0.8111,0.8139,73.9726,0.1,1.19,1.19,-0.595
1993,0.8139,0.8083,73.7201,0.1,0.895,0.895,-0.66
1994,0.8083,0.85,74.2268,0.1,0.915,0.935,-0.64
1995,0.85,0.8389,70.5882,0.1,1.15,1.15,-0.56
1996,0.8389,0.8611,71.5232,0.1,1.085,1.15,-0.575
1997,0.8611,0.8,69.6774,0.1,0.97,0.97,-0.61
1998,0.8,0.7778,75.0,0.1,0.935,0.935,-0.645
1999,0.7778,0.7917,77.1429,0.1,1.18,1.18,-0.53
2000,0.7917,0.8333,75.7895,0.1,1.285,1.34,-0.48
2001,0.8333,0.6556,72.0,0.1,1.125,1.125,-0.455
2002,0.6556,0.9917,91.5254,0.1,0.95,1.055,-0.53
2003,0.9917,0.8583,60.5042,0.1,1.11,1.11,-0.52
2004,0.8583,0.8111,69.9029,0.1,1.22,1.255,-0.505
2005,0.8111,0.8083,73.9726,0.1,1.2,1.2,-0.515
2006,0.8083,0.7806,74.2268,0.1,0.995,0.995,-0.655
2007,0.7806,0.8028,76.8683,0.1,1.02,1.02,-0.63
2008,0.8028,0.8417,74.7405,0.1,1.225,1.26,-0.555
2009,0.8417,0.8639,71.2871,0.1,1.16,1.16,-0.545
2010,0.8639,0.8333,69.4534,0.1,1.02,1.07,-0.515
2011,0.8333,0.8167,72.0,0.1,0.92,0.96,-0.575
2012,0.8167,0.7917,73.4694,0.1,1.055,1.055,-0.585
2013,0.7917,0.7889,75.7895,0.1,1.17,1.17,-0.57
2014,0.7889,0.7917,76.0563,0.1,1.06,1.06,-0.64
2015,0.7917,0.8056,75.7895,0.1,0.88,0.935,-0.65
2016,0.8056,0.8361,74.4828,0.1,1.0,1.085,-0.55
2017,0.8361,0.8417,71.7608,0.1,1.24,1.24,-0.525
2018,0.8417,0.6778,71.2871,0.1,1.095,1.12,-0.535
2019,0.6778,0.95,88.5246,0.1,1.005,1.005,-0.58
2020,0.95,0.7889,63.1579,0.1,0.83,0.9,-0.685
2021,0.7889,0.7861,76.0563,0.1,1.2,1.295,-0.555
2022,0.7861,0.8083,76.3251,0.1,1.095,1.1,-0.53
2023,0.8083,0.8306,74.2268,0.1,1.05,1.05,-0.565
2024,0.8306,0.8306,72.2408,0.1,0.985,1.0,-0.635
2025,0.8306,0.825,72.2408,0.1,0.92,0.92,-0.625
2026,0.825,0.8083,72.7273,0.1,1.1,1.1,-0.55
2027,0.8083,0.7917,74.2268,0.1,1.335,1.375,-0.56
2028,0.7917,0.7667,75.7895,0.1,1.03,1.03,-0.565
2029,0.7667,0.7583,78.2609,0.1,0.885,0.885,-0.62
2030,0.7583,0.6972,79.1209,0.1,1.035,1.14,-0.47
2031,0.6972,0.8889,86.0558,0.1,0.945,1.045,-0.875
2032,0.8889,0.8333,67.5,0.1,1.315,1.315,-0.355
2033,0.8333,0.7833,72.0,0.1,1.18,1.18,-0.27
2034,0.7833,0.7667,76.5957,0.1,0.98,1.0,-0.425
2035,0.7667,0.7389,78.2609,0.1,0.795,0.825,-0.61
2036,0.7389,0.7556,81.203,0.1,0.66,0.66,-0.655
